0,0
2.2103534658,1.0440460457
4.3612324342,0.3258001177
6.3872917851,-0.8370287017
9.226481135,-0.3675398764
10.5157632435,0.4020476614
10.7418604083,0.4983698427
14.1603676113,0.4427923181
17.7211406244,-0.8932881533
20.2715252781,0.0721517697
20.5982697607,0.3562635247
24.6406118423,0.2795218488
25.3556563788,-0.2564068833
26.8819906344,-1.0160592376
31.6754861184,0.7688294477
34.2244350909,0.5681804855
35.9938741468,-0.6222135358
37.0930033221,-1.0100395706
40.8514343195,0.5008170167
43.590510027,0.7181440881
45.7200612423,-0.3419265192
46.9421111068,-0.8916277378
48.2647268154,-0.9666485226
49.0250192624,-0.4749954232
52.2928960407,0.9483773434
52.596428812,0.9759144884
54.204356055,0.5063828899
57.7334942321,-0.9031649146
61.1716310254,0.5736774089
64.3053016293,0.4554613325
66.342571403,-0.7020173656
69.9014153847,-0.0530215306
73.429314374,0.930664224
76.4409713019,-0.7329305194
77.0700243177,-1.0588805123
81.13329754,0.7401183486
84.222481,0.5680780823
86.730216292,-0.79061759
87.7462938987,-0.9649736922
92.3122472362,1.0626285856
96.4374189813,-0.7142156975
100.2356967586,0.2258036836
103.8371408642,0.7396389757
106.3679108454,-0.8477484057
108.1738759295,-1.0114443833
112.2725242354,0.8910107378
116.5160298703,-0.7303627457
118.7449430591,-0.6781081872
122.8811882956,0.8789192603
126.9556939194,-0.9771042603
131.1411707499,0.7098141813
134.0898935638,0.481859246
134.2395137268,0.5210737288
138.4751417666,-0.9180945287
138.6423670138,-0.7071320861
142.100847025,0.9740348799
143.9835569326,0.5102205208
147.4401281264,-0.9411671686
151.7443586832,0.9240996134
153.571007888,0.6851256283
157.5021034512,-0.9868211951
162.4151066159,1.0798713861
165.3083024431,-0.142671101
168.0610070224,-1.0022919937
171.5998247522,0.8431678273
175.4806166758,-0.3912487631
178.3698452622,-0.9491286875
183.1591013004,0.8613495396
186.6624645576,-0.9352552915
190.6022191244,0.3833186326
195.1796177302,-0.2084380966
195.4930460958,-0.3471743257
199.4053925369,-0.3317344163
203.6249828585,0.8604129023
204.3793918151,0.2839157795
207.306894575,-0.9506706949
209.8294976174,-0.0108914622
214.510578253,0.3643674715
217.4400396663,-0.9407137007
218.5049982674,-0.77627572
218.9645675477,-0.6849240598
222.8121927332,1.0501553616
226.797605598,-0.9191732503
227.0951346201,-0.9979145486
228.4587805143,-0.8763802464
232.9129144835,1.0390613185
233.1858084615,0.8307747748
235.15969541,-0.1573908629
237.1017014842,-0.9581780877
241.3698175557,0.6635420137
242.3455835226,1.0226917638
246.3638929882,-0.8324761535
247.4316638558,-0.9077166267
250.7379106676,0.5160722194
251.6918444144,0.8247968268
255.8400401221,-0.4450705905
260.3052970207,0.2233206461
263.6879985798,0.6656486122
268.6469523392,-0.7323438366
270.1102805684,0.1294313948
